from,to,weight
alkaline battery,cobalt oxide,0.21951219512195122
alkaline battery,lithium cobalt oxide,0.07317073170731707
alkaline battery,oxygen evolution,0.07317073170731707
solar fuel,energy transformation,0.08571428571428572
photocurrent,charge carrier,0.06741573033707865
photocurrent,oxygen evolution,0.0898876404494382
orthorhombic crystal system,tetragonal crystal system,0.07407407407407407
cobalt sulfide,cobalt oxide,0.14705882352941177
cobalt sulfide,nickel sulfide,0.08823529411764706
cobalt sulfide,overpotential,0.08823529411764706
cobalt sulfide,oxygen evolution,0.10294117647058823
thermal stability,thermogravimetric analysis,0.0979020979020979
ultraviolet visible spectroscopy,ultraviolet,0.10256410256410256
polyvinylpyrrolidone,electrospinning,0.07894736842105263
thermogravimetric analysis,thermal stability,0.09681881051175657
visible spectrum,degradation,0.11202185792349727
visible spectrum,photodegradation,0.08469945355191257
temperature-programmed reduction,cobalt oxide,0.07352941176470588
temperature-programmed reduction,physisorption,0.07352941176470588
temperature-programmed reduction,bimetallic strip,0.07352941176470588
charge carrier,photocurrent,0.10256410256410256
exfoliation joint,cobalt oxide,0.06666666666666667
exfoliation joint,layered double hydroxides,0.06666666666666667
ruthenium oxide,cobalt oxide,0.2916666666666667
ruthenium oxide,carbon fibers,0.08333333333333333
ruthenium oxide,nanosheet,0.08333333333333333
ruthenium oxide,oxygen evolution,0.125
thermal runaway,exothermic reaction,0.06896551724137931
energy density,electrochemical energy storage,0.07142857142857142
energy density,power density,0.08163265306122448
copper oxide,cobalt oxide,0.14444444444444443
current collector,carbon fibers,0.18421052631578946
current collector,cobalt oxide,0.21052631578947367
hydrazine (antidepressant),cobalt oxide,0.07142857142857142
hydrazine (antidepressant),oxygen evolution,0.08928571428571429
polylactic acid,thermogravimetric analysis,0.08139534883720931
polylactic acid,thermal stability,0.06976744186046512
polylactic acid,electrospinning,0.06976744186046512
photocatalytic water splitting,charge carrier,0.0975609756097561
photocatalytic water splitting,visible spectrum,0.0975609756097561
partial oxidation,partial pressure,0.06976744186046512
partial oxidation,cobalt oxide,0.06976744186046512
pseudocapacitance,power density,0.0784313725490196
pseudocapacitance,cobalt oxide,0.0784313725490196
pseudocapacitance,carbon fibers,0.17647058823529413
layered double hydroxides,oxygen evolution,0.08888888888888889
bacterial cellulose,biopolymer,0.13043478260869565
bacterial cellulose,biocompatibility,0.08695652173913043
bacterial cellulose,carboxymethyl cellulose,0.08695652173913043
bacterial cellulose,nanocellulose,0.06521739130434782
triethylamine,nanorod,0.08333333333333333
triethylamine,specific surface area,0.08333333333333333
endothermic process,exothermic reaction,0.0641025641025641
endothermic process,langmuir adsorption model,0.16666666666666666
hydroquinone,differential pulse voltammetry,0.09375
hydroquinone,electrochemical gas sensor,0.09375
hydroquinone,deposition,0.0625
hydroquinone,nanomaterials,0.0625
hydroquinone,nanorod,0.09375
benzyl alcohol,benzaldehyde,0.2545454545454545
benzyl alcohol,alcohol oxidation,0.10909090909090909
hexavalent chromium,endothermic process,0.07142857142857142
hexavalent chromium,carbon fibers,0.10714285714285714
hexavalent chromium,specific surface area,0.10714285714285714
hexavalent chromium,langmuir adsorption model,0.07142857142857142
monolith,fischer–tropsch process,0.08333333333333333
graphite oxide,cobalt oxide,0.14285714285714285
spin coating,wurtzite crystal structure,0.07407407407407407
hydrodeoxygenation,bimetallic strip,0.1
dispersion stability,thermogravimetric analysis,0.08333333333333333
dispersion stability,carbon fibers,0.08333333333333333
dispersion stability,nanomaterials,0.08333333333333333
dispersion stability,zeta potential,0.08333333333333333
dispersion stability,surface modification,0.125
nanosheet,cobalt oxide,0.07142857142857142
nanosheet,oxygen evolution,0.14285714285714285
nanosheet,overpotential,0.06746031746031746
persulfate,degradation,0.17567567567567569
malachite green,rhodamine b,0.08108108108108109
bet theory,specific surface area,0.2608695652173913
