from,to,weight
multiclass classification,feature (linguistics),0.058823529411764705
multiclass classification,binary classification,0.0784313725490196
multiclass classification,contextual image classification,0.058823529411764705
discriminator,generative adversarial network,0.08014571948998178
discriminator,feature (linguistics),0.06658571139445456
adverse weather,visibility,0.07142857142857142
real-time mri,feature (linguistics),0.09090909090909091
artifact (error),generative adversarial network,0.06944444444444445
avatar,representation,0.05434782608695652
avatar,generative model,0.07608695652173914
avatar,leverage (statistics),0.05434782608695652
simplicity,generative adversarial network,0.08571428571428572
target acquisition,robustness,0.05128205128205128
target acquisition,sample (material),0.05128205128205128
target acquisition,similarity (geometry),0.05128205128205128
jpeg,feature (linguistics),0.05737704918032787
jpeg,compression artifact,0.06557377049180328
jpeg,robustness,0.09016393442622951
jpeg,lossy compression,0.11475409836065574
nodule (geology),computer-aided diagnosis,0.0625
nodule (geology),generative adversarial network,0.0625
image translation,feature (linguistics),0.06859592711682744
image translation,discriminator,0.08252947481243302
causality,generative model,0.05063291139240506
digital mammography,breast imaging,0.15384615384615385
digital mammography,distortion (music),0.05128205128205128
intelligibility (philosophy),robustness,0.06666666666666667
intelligibility (philosophy),utterance,0.058333333333333334
intelligibility (philosophy),discriminator,0.05
thermography,feature (linguistics),0.06382978723404255
thermography,modality (human–computer interaction),0.06382978723404255
synthetic data,generative model,0.09
synthetic data,generative adversarial network,0.06538461538461539
frame rate,feature (linguistics),0.05737704918032787
mnist database,discriminator,0.08502024291497975
differential privacy,synthetic data,0.057291666666666664
differential privacy,generative model,0.078125
domain adaptation,transfer of learning,0.08751793400286945
domain adaptation,feature (linguistics),0.08464849354375897
discriminative model,discriminator,0.053165780570323826
discriminative model,feature (linguistics),0.11213146447559208
discriminative model,feature learning,0.06041565973900435
discriminative model,generative model,0.049782503624939585
multimodality,modalities,0.1836734693877551
multimodality,modality (human–computer interaction),0.08163265306122448
novelty detection,representation,0.06
novelty detection,generative model,0.06
local binary patterns,feature (linguistics),0.2159090909090909
local binary patterns,binary classification,0.06818181818181818
surrogate model,uncertainty quantification,0.11320754716981132
surrogate model,generative model,0.05660377358490566
surrogate model,topology optimization,0.07547169811320754
softmax function,discriminator,0.07692307692307693
softmax function,feature (linguistics),0.08424908424908426
sliding window protocol,benchmark (surveying),0.05128205128205128
sliding window protocol,anomaly (physics),0.15384615384615385
sliding window protocol,sequence (biology),0.05128205128205128
sliding window protocol,discriminator,0.05128205128205128
end-to-end principle,robustness,0.07246376811594203
end-to-end principle,feature (linguistics),0.050724637681159424
end-to-end principle,discriminator,0.07246376811594203
scratch,transfer of learning,0.08333333333333333
scratch,discriminator,0.10714285714285714
hausdorff distance,sørensen–dice coefficient,0.18518518518518517
hausdorff distance,similarity (geometry),0.12037037037037036
hausdorff distance,ground truth,0.08333333333333333
hausdorff distance,dice,0.08333333333333333
social network (sociolinguistics),popularity,0.053763440860215055
convolution (computer science),feature (linguistics),0.15019762845849802
convolution (computer science),discriminator,0.06007905138339921
natural language generation,discriminator,0.056074766355140186
payload (computing),steganography tools,0.08571428571428572
payload (computing),distortion (music),0.05714285714285714
payload (computing),drone,0.05714285714285714
payload (computing),steganalysis,0.17142857142857143
aliasing,signal (programming language),0.057971014492753624
aliasing,spectrogram,0.07246376811594203
aliasing,discriminator,0.10144927536231885
condition monitoring,signal (programming language),0.07142857142857142
condition monitoring,robustness,0.05952380952380952
condition monitoring,autoencoder,0.05952380952380952
condition monitoring,prognostics,0.05952380952380952
external data representation,representation,0.24305555555555555
external data representation,generative model,0.05555555555555555
representation,generative model,0.06507413509060955
representation,feature (linguistics),0.0757825370675453
representation,feature learning,0.07413509060955518
tracing,pandemic,0.06578947368421052
tracing,robustness,0.05263157894736842
activity recognition,benchmark (surveying),0.07042253521126761
activity recognition,wearable technology,0.06338028169014084
rss,benchmark (surveying),0.05128205128205128
rss,crowdsourcing,0.05128205128205128
rss,generative adversarial network,0.05128205128205128
rss,generative model,0.05128205128205128
subnetwork,training set,0.05555555555555555
subnetwork,feature (linguistics),0.1111111111111111
subnetwork,generative adversarial network,0.07407407407407407
subnetwork,discriminator,0.09259259259259259
bootstrapping (finance),discriminator,0.08695652173913043
bootstrapping (finance),natural language understanding,0.06521739130434782
bootstrapping (finance),generative adversarial network,0.06521739130434782
bootstrapping (finance),interpretability,0.06521739130434782
smoothness,regularization,0.06382978723404255
smoothness,smoothing,0.06382978723404255
brain tumor,contextual image classification,0.05102040816326531
cross entropy,feature (linguistics),0.06086956521739131
cross entropy,generative model,0.05217391304347826
cross entropy,discriminator,0.06956521739130435
speedup,solver,0.05154639175257732
speedup,benchmark (surveying),0.05154639175257732
residual neural network,identification,0.07407407407407407
benchmark (surveying),feature (linguistics),0.0644384221619994
traffic sign recognition,training set,0.13043478260869565
traffic sign recognition,synthetic data,0.08695652173913043
traffic sign recognition,data set,0.10869565217391304
scale-invariant feature transform,feature (linguistics),0.09836065573770492
scale-invariant feature transform,robustness,0.06557377049180328
physical system,cyber-physical system,0.13636363636363635
profiling (computer programming),generative model,0.06329113924050633
wearable technology,signal (programming language),0.05128205128205128
wearable technology,activity recognition,0.057692307692307696
modalities,modality (human–computer interaction),0.1585677749360614
modalities,feature (linguistics),0.049872122762148335
digital pathology,histopathology,0.08074534161490683
ensemble learning,ensemble forecasting,0.12111801242236025
ensemble learning,boosting,0.062111801242236024
depth map,rgb color model,0.25252525252525254
depth map,discriminator,0.10101010101010101
depth map,feature (linguistics),0.050505050505050504
depth map,benchmark (surveying),0.050505050505050504
action recognition,representation,0.09803921568627451
action recognition,feature (linguistics),0.0784313725490196
fake news,robustness,0.07352941176470588
fake news,misinformation,0.10294117647058823
supervised learning,labeled data,0.08695652173913043
supervised learning,discriminator,0.06049149338374291
categorical variable,generative model,0.0707070707070707
categorical variable,synthetic data,0.05723905723905724
categorical variable,discriminator,0.05723905723905724
categorical variable,feature (linguistics),0.05387205387205387
image stitching,representation,0.05660377358490566
image stitching,feature (linguistics),0.09433962264150944
image stitching,discriminator,0.05660377358490566
data-driven,synthetic data,0.08333333333333333
data-driven,generative model,0.07407407407407407
3d model,generative model,0.17543859649122806
3d model,view synthesis,0.05263157894736842
confusion matrix,feature (linguistics),0.06060606060606061
confusion matrix,confusion,0.12121212121212122
confusion matrix,transfer of learning,0.06060606060606061
confusion matrix,identification,0.06060606060606061
skeleton (computer programming),human skeleton,0.08235294117647059
skeleton (computer programming),representation,0.058823529411764705
skeleton (computer programming),action recognition,0.058823529411764705
texture synthesis,texture (cosmology),0.15789473684210525
texture synthesis,view synthesis,0.05263157894736842
texture synthesis,inpainting,0.09473684210526316
clustering high-dimensional data,generative model,0.05555555555555555
clustering high-dimensional data,benchmark (surveying),0.05555555555555555
clustering high-dimensional data,data set,0.05555555555555555
clustering high-dimensional data,autoencoder,0.08333333333333333
similarity (geometry),feature (linguistics),0.08530805687203792
similarity (geometry),generative adversarial network,0.05829383886255924
