from,to,weight
liquid phase,carbon fibers,0.07692307692307693
photoelectrochemical cell,reversible hydrogen electrode,0.060240963855421686
photoelectrochemical cell,photoelectrochemistry,0.08433734939759036
photoelectrochemical cell,photocathode,0.0963855421686747
photoelectrochemical cell,photocurrent,0.1566265060240964
phase boundary,tetragonal crystal system,0.19047619047619047
phase boundary,orthorhombic crystal system,0.15873015873015872
rhodamine b,visible spectrum,0.13821138211382114
rhodamine b,degradation,0.10569105691056911
space group,lattice (music),0.07142857142857142
space group,orthorhombic crystal system,0.09523809523809523
space group,tetragonal crystal system,0.07142857142857142
nanosensor,nanomaterials,0.13043478260869565
nanosensor,nanorod,0.08695652173913043
microscale chemistry,characterization,0.06
coordination polymer,carboxylate,0.1044776119402985
dielectric loss,dissipation factor,0.14423076923076922
incipient wetness impregnation,bimetallic strip,0.07692307692307693
glassy carbon,carbon fibers,0.10606060606060606
glassy carbon,amperometry,0.09090909090909091
hexagonal phase,nanomaterials,0.06451612903225806
hexagonal phase,wurtzite crystal structure,0.0967741935483871
hexagonal phase,lattice constant,0.0967741935483871
hexagonal phase,nanorod,0.06451612903225806
hydrochloric acid,copper chloride,0.06451612903225806
indium tin oxide,deposition,0.0851063829787234
indium tin oxide,tin oxide,0.07446808510638298
laser ablation,nanomaterials,0.07272727272727272
triclinic crystal system,monoclinic crystal system,0.16216216216216217
triclinic crystal system,tetragonal crystal system,0.08108108108108109
chemical mechanical planarization,passivation,0.06329113924050633
reactivity,thermogravimetric analysis,0.08387096774193549
reactivity,chemical-looping combustion,0.11290322580645161
oleylamine,dispersity,0.09523809523809523
oleylamine,nanomaterials,0.09523809523809523
oleylamine,reducing agent,0.09523809523809523
diffractometer,field emission microscopy,0.07317073170731707
partial oxidation,water-gas shift reaction,0.08108108108108109
superstructure,crystal (programming language),0.07317073170731707
facet (psychology),dodecahedron,0.07692307692307693
facet (psychology),methyl orange,0.09615384615384616
facet (psychology),crystal (programming language),0.11538461538461539
facet (psychology),polyhedron,0.09615384615384616
delafossite,non-blocking i/o,0.0625
delafossite,atmospheric temperature range,0.078125
barium,stoichiometry,0.06
ostwald ripening,photodegradation,0.08163265306122448
ostwald ripening,hydrothermal synthesis,0.061224489795918366
ambient pressure,hydrostatic pressure,0.07317073170731707
reactive material,nanomaterials,0.09375
reactive material,exothermic reaction,0.0625
reactive material,thermite,0.0625
reactive material,particle (ecology),0.0625
thermal desorption spectroscopy,temperature-programmed reduction,0.11666666666666667
coordination geometry,coordination complex,0.06818181818181818
partial pressure,atmospheric temperature range,0.06796116504854369
inert gas,inert,0.17857142857142858
inert gas,chemical-looping combustion,0.08928571428571429
chemical state,oxidation state,0.14285714285714285
absorption edge,xanes,0.09782608695652174
absorption edge,visible spectrum,0.09782608695652174
absorption edge,x-ray absorption spectroscopy,0.07608695652173914
pnictogen,transition temperature,0.07042253521126761
pnictogen,lattice (music),0.07042253521126761
dissipation factor,dielectric loss,0.3125
jahn–teller effect,lattice (music),0.12280701754385964
jahn–teller effect,monoclinic crystal system,0.07017543859649122
sodium borohydride,reducing agent,0.14814814814814814
nickel oxide,non-blocking i/o,0.2839506172839506
photodegradation,visible spectrum,0.12269938650306748
photodegradation,methyl orange,0.17791411042944785
photodegradation,degradation,0.06748466257668712
air separation,reactivity,0.07692307692307693
air separation,chemical-looping combustion,0.28205128205128205
air separation,thermogravimetric analysis,0.15384615384615385
polyhedron,facet (psychology),0.12195121951219512
polyhedron,crystal (programming language),0.07317073170731707
zeta potential,particle (ecology),0.08771929824561403
zeta potential,chemical mechanical planarization,0.07017543859649122
wet oxidation,degradation,0.11627906976744186
wet oxidation,carbon fibers,0.06976744186046512
wet oxidation,oxalic acid,0.06976744186046512
spray pyrolysis,open-circuit voltage,0.0625
spray pyrolysis,deposition,0.125
spray pyrolysis,visible spectrum,0.0625
spray pyrolysis,carbon fibers,0.0625
spray pyrolysis,particle (ecology),0.0625
spray pyrolysis,tin oxide,0.0625
spray pyrolysis,morphology,0.0625
spray pyrolysis,molar ratio,0.0625
spray pyrolysis,monoclinic crystal system,0.0625
spray pyrolysis,orthorhombic crystal system,0.0625
spray pyrolysis,nanomaterials,0.0625
molar ratio,bimetallic strip,0.06666666666666667
methylene blue,degradation,0.07792207792207792
methylene blue,photodegradation,0.06493506493506493
methylene blue,visible spectrum,0.07792207792207792
saturation (graph theory),atmospheric temperature range,0.06
superparamagnetism,dispersity,0.06060606060606061
superparamagnetism,stoichiometry,0.06060606060606061
superparamagnetism,coprecipitation,0.06060606060606061
superparamagnetism,magnetism,0.06060606060606061
superparamagnetism,non-blocking i/o,0.06060606060606061
superparamagnetism,saturation (graph theory),0.06060606060606061
superparamagnetism,nanocrystalline material,0.06060606060606061
temperature-programmed reduction,thermogravimetric analysis,0.06382978723404255
mott insulator,pseudogap,0.0639269406392694
kirkendall effect,thermal oxidation,0.075
polypyrrole,polystyrene,0.12
polypyrrole,deposition,0.08
nanometre,nanomaterials,0.06015037593984962
suspension,particle (ecology),0.10526315789473684
porous silicon,deposition,0.12
porous silicon,carbon fibers,0.08
space velocity,selective catalytic reduction,0.061946902654867256
photocathode,photocurrent,0.12745098039215685
photocathode,photoelectrochemical cell,0.0784313725490196
dodecahedron,crystal (programming language),0.18181818181818182
dodecahedron,facet (psychology),0.12121212121212122
dodecahedron,morphology,0.09090909090909091
dodecahedron,propylene oxide,0.06060606060606061
x-ray spectroscopy,x-ray absorption spectroscopy,0.27586206896551724
nafion,glassy carbon,0.06666666666666667
nafion,amperometry,0.16666666666666666
nafion,nanomaterials,0.06666666666666667
nafion,glucose oxidase,0.06666666666666667
nafion,bimetallic strip,0.06666666666666667
pulsed laser deposition,deposition,0.24193548387096775
morphology,crystal (programming language),0.075
glucose oxidase,amperometry,0.20512820512820512
glucose oxidase,nanomaterials,0.07692307692307693
oxidizing agent,chemical-looping combustion,0.08021390374331551
volume fraction,particle (ecology),0.08333333333333333
4-nitrophenol,nitrophenol,0.23076923076923078
4-nitrophenol,selective catalytic reduction,0.15384615384615385
4-nitrophenol,reducing agent,0.07692307692307693
4-nitrophenol,nanomaterial-based catalyst,0.07692307692307693
solid fuel,chemical-looping combustion,0.3392857142857143
reaction rate,thermogravimetric analysis,0.09195402298850575
