from,to,weight
biocompatible material,biocompatibility,0.14285714285714285
piezoresistive effect,thermoplastic polyurethane,0.13861386138613863
piezoresistive effect,gauge factor,0.11386138613861387
strain gauge,strain (injury),0.12605042016806722
strain gauge,gauge factor,0.24369747899159663
pneumatic actuator,soft robotics,0.2891566265060241
thermal stability,thermoplastic polyurethane,0.18050541516245489
thermal stability,thermogravimetric analysis,0.11913357400722022
melt flow index,thermoplastic polyurethane,0.2
lamination,thermoplastic polyurethane,0.14814814814814814
biodegradable polymer,polylactic acid,0.16666666666666666
biodegradable polymer,thermogravimetric analysis,0.125
elongation,thermoplastic polyurethane,0.18032786885245902
cone calorimeter,thermogravimetric analysis,0.15126050420168066
cone calorimeter,thermoplastic polyurethane,0.19327731092436976
nanogenerator,thermoplastic polyurethane,0.17142857142857143
polydimethylsiloxane,thermoplastic polyurethane,0.12658227848101267
dielectric loss,thermoplastic polyurethane,0.2826086956521739
electrically conductive,wearable technology,0.13636363636363635
electrically conductive,thermoplastic polyurethane,0.22727272727272727
zinc borate,limiting oxygen index,0.15151515151515152
flexural modulus,polylactic acid,0.125
percolation (cognitive psychology),gauge factor,0.11363636363636363
percolation (cognitive psychology),thermoplastic polyurethane,0.11363636363636363
selective laser sintering,thermoplastic polyurethane,0.1375
resilience,thermoplastic polyurethane,0.13636363636363635
strain (injury),strain gauge,0.13392857142857142
strain (injury),gauge factor,0.15178571428571427
biomaterial,biocompatibility,0.1891891891891892
antistatic agent,thermoplastic polyurethane,0.21052631578947367
shore durometer,thermoplastic polyurethane,0.19642857142857142
morphology,thermoplastic polyurethane,0.25
gauge factor,strain gauge,0.14948453608247422
gauge factor,piezoresistive effect,0.11855670103092783
gauge factor,thermoplastic polyurethane,0.17010309278350516
honeycomb,honeycomb structure,0.24
thermogravimetric analysis,thermoplastic polyurethane,0.17063492063492064
thermogravimetric analysis,thermal stability,0.13095238095238096
thermoplastic elastomer,thermoplastic polyurethane,0.2621359223300971
polyvinylidene fluoride,electrospinning,0.13793103448275862
polyvinylidene fluoride,thermoplastic polyurethane,0.20689655172413793
elasticity,thermoplastic polyurethane,0.16666666666666666
intumescent,limiting oxygen index,0.14084507042253522
intumescent,cone calorimeter,0.11267605633802817
intumescent,thermoplastic polyurethane,0.16901408450704225
honeycomb structure,honeycomb,0.27906976744186046
flexible electronics,stretchable electronics,0.12698412698412698
filler (materials),thermoplastic polyurethane,0.18518518518518517
linearity,piezoresistive effect,0.21428571428571427
resistive touchscreen,thermoplastic polyurethane,0.17073170731707318
stretchable electronics,wearable technology,0.1590909090909091
stretchable electronics,flexible electronics,0.12121212121212122
in situ polymerization,thermoplastic polyurethane,0.2903225806451613
tactile sensor,piezoresistive effect,0.12307692307692308
ductility (earth science),thermoplastic polyurethane,0.11627906976744186
ammonium polyphosphate,cone calorimeter,0.15789473684210525
ammonium polyphosphate,limiting oxygen index,0.11842105263157894
ammonium polyphosphate,thermoplastic polyurethane,0.2236842105263158
limiting oxygen index,cone calorimeter,0.11504424778761062
limiting oxygen index,thermoplastic polyurethane,0.1592920353982301
aramid,thermoplastic polyurethane,0.13157894736842105
thermoplastic composites,thermoplastic polyurethane,0.23529411764705882
particle (ecology),thermoplastic polyurethane,0.16666666666666666
conductive ink,printed electronics,0.15151515151515152
conductive ink,screen printing,0.12121212121212122
conductive ink,thermoplastic polyurethane,0.15151515151515152
polystyrene,thermoplastic polyurethane,0.23529411764705882
polystyrene,3d printed,0.11764705882352941
screen printing,printed electronics,0.14285714285714285
synthetic fiber,natural fiber,0.16129032258064516
electrospinning,thermoplastic polyurethane,0.19736842105263158
response time,piezoresistive effect,0.16666666666666666
abrasion (mechanical),thermoplastic polyurethane,0.26666666666666666
kenaf,natural fiber,0.15
mxenes,nanomaterials,0.15217391304347827
compounding,thermoplastic polyurethane,0.15873015873015872
compression molding,molding (decorative),0.14814814814814814
compression molding,thermoplastic polyurethane,0.18518518518518517
silicone rubber,thermal stability,0.11538461538461539
polypyrrole,thermoplastic polyurethane,0.28888888888888886
polycaprolactone,thermoplastic polyurethane,0.18518518518518517
polycaprolactone,polylactic acid,0.14814814814814814
digital image correlation,acrylonitrile butadiene styrene,0.12
digital image correlation,thermoplastic polyurethane,0.12
charring,cone calorimeter,0.11538461538461539
charring,thermoplastic polyurethane,0.11538461538461539
charring,limiting oxygen index,0.11538461538461539
charring,thermogravimetric analysis,0.11538461538461539
charring,intumescent,0.11538461538461539
polylactic acid,thermoplastic polyurethane,0.12589928057553956
tear resistance,thermoplastic elastomer,0.12121212121212122
tear resistance,thermoplastic polyurethane,0.18181818181818182
surface modification,thermoplastic polyurethane,0.15254237288135594
biocomposite,thermoplastic polyurethane,0.13513513513513514
biocomposite,polylactic acid,0.13513513513513514
printed electronics,flexible electronics,0.17567567567567569
