from,to,weight
methane reformer,carbon dioxide reforming,0.15384615384615385
methane reformer,catalytic reforming,0.07692307692307693
methane reformer,carbon fibers,0.04395604395604396
methane reformer,non-blocking i/o,0.040293040293040296
methane reformer,partial oxidation,0.07692307692307693
methane reformer,water-gas shift reaction,0.04395604395604396
methane reformer,space velocity,0.047619047619047616
mechanical strength,bioactive glass,0.041666666666666664
mechanical strength,mullite,0.041666666666666664
coordination number,x-ray absorption spectroscopy,0.0379746835443038
coordination number,tetrahedron,0.056962025316455694
coordination number,xanes,0.056962025316455694
coordination number,coordination complex,0.03164556962025317
bovine serum albumin,linear range,0.03553299492385787
bovine serum albumin,surface modification,0.04060913705583756
bovine serum albumin,protein adsorption,0.08629441624365482
absorption edge,visible spectrum,0.07317073170731707
absorption edge,crystal (programming language),0.06097560975609756
absorption edge,xanes,0.054878048780487805
methanation,space velocity,0.0502283105022831
methanation,non-blocking i/o,0.0684931506849315
methanation,carbon fibers,0.1141552511415525
methanation,temperature-programmed reduction,0.0319634703196347
methanation,water-gas shift reaction,0.0547945205479452
electrochemiluminescence,aptamer,0.046511627906976744
electrochemiluminescence,linear range,0.06589147286821706
electrochemiluminescence,carbon fibers,0.03875968992248062
electrochemiluminescence,glassy carbon,0.03875968992248062
electrochemiluminescence,nafion,0.050387596899224806
silicon oxide,silicon dioxide,0.039735099337748346
silicon oxide,deposition,0.052980132450331126
silicon oxide,passivation,0.07947019867549669
open-circuit voltage,acceptor,0.052434456928838954
open-circuit voltage,passivation,0.06367041198501873
triethylamine,base (topology),0.037037037037037035
zeta potential,cationic polymerization,0.034420289855072464
zeta potential,particle (ecology),0.05434782608695652
zeta potential,surface charge,0.05253623188405797
zeta potential,suspension,0.041666666666666664
pellet,iron ore,0.06547619047619048
pellet,carbon fibers,0.047619047619047616
pellet,slag (welding),0.050595238095238096
energy-dispersive x-ray spectroscopy,particle (ecology),0.03333333333333333
energy-dispersive x-ray spectroscopy,deposition,0.030303030303030304
energy-dispersive x-ray spectroscopy,characterization,0.030303030303030304
tube furnace,particle (ecology),0.033112582781456956
tube furnace,carbon fibers,0.08609271523178808
imidazole,moiety,0.03296703296703297
dip-coating,deposition,0.04285714285714286
dip-coating,tin oxide,0.04285714285714286
thermal shock,mullite,0.09879032258064516
thermal shock,cordierite,0.036290322580645164
thermal shock,refractory (planetary science),0.05846774193548387
polyolefin,polypropylene,0.13333333333333333
polyolefin,fluid catalytic cracking,0.03333333333333333
polyolefin,tacticity,0.044444444444444446
polyolefin,surface modification,0.03333333333333333
polyolefin,low-density polyethylene,0.044444444444444446
deoxygenation,hydrodeoxygenation,0.11374407582938388
nichrome,high-temperature corrosion,0.0449438202247191
nichrome,deposition,0.033707865168539325
nichrome,non-blocking i/o,0.0449438202247191
nichrome,chromia,0.033707865168539325
nichrome,delamination,0.033707865168539325
nichrome,cermet,0.0449438202247191
horizontal scan rate,carbon fibers,0.046632124352331605
horizontal scan rate,glassy carbon,0.07253886010362694
horizontal scan rate,differential pulse voltammetry,0.06735751295336788
horizontal scan rate,electrochemical gas sensor,0.03626943005181347
horizontal scan rate,supporting electrolyte,0.05699481865284974
horizontal scan rate,stripping (fiber),0.03626943005181347
aluminide,cementation (geology),0.06936416184971098
aluminide,deposition,0.04046242774566474
aluminide,isothermal process,0.046242774566473986
aluminide,feal,0.046242774566473986
buffer (optical fiber),wide-bandgap semiconductor,0.03296703296703297
buffer (optical fiber),buffer solution,0.06593406593406594
buffer (optical fiber),deposition,0.054945054945054944
buffer (optical fiber),indium tin oxide,0.06593406593406594
ball (mathematics),abrasion (mechanical),0.043478260869565216
simulated body fluid,calcium silicate,0.030612244897959183
simulated body fluid,bioactive glass,0.09523809523809523
simulated body fluid,surface modification,0.05102040816326531
simulated body fluid,biocompatibility,0.09183673469387756
simulated body fluid,titanium alloy,0.04081632653061224
percolation (cognitive psychology),volume fraction,0.07453416149068323
percolation (cognitive psychology),particle (ecology),0.031055900621118012
transition temperature,atmospheric temperature range,0.06535947712418301
transition temperature,crystal (programming language),0.032679738562091505
transition temperature,tetragonal crystal system,0.06535947712418301
transition temperature,lattice (music),0.0392156862745098
lanthanum,lanthanum oxide,0.07977207977207977
