from,to,weight
joule (programming language),microscale chemistry,0.2
joule (programming language),nanomaterials,0.2
joule (programming language),textile,0.2
joule (programming language),carbon fibers,0.2
polyether ether ketone,biocompatibility,0.25
polyether ether ketone,acrylonitrile butadiene styrene,0.25
lignocellulosic biomass,carbon fibers,0.3333333333333333
lignocellulosic biomass,characterization,0.3333333333333333
stiffening,thermoplastic elastomer,0.3333333333333333
stiffening,gyroid,0.3333333333333333
stiffening,soft robotics,0.3333333333333333
embrittlement,polylactic acid,0.25
embrittlement,ductility (earth science),0.25
sepiolite,thermal stability,0.25
strain energy,strain (injury),0.4
strain energy,thermoplastic elastomer,0.2
strain energy,acrylonitrile butadiene styrene,0.2
strain energy,delamination,0.2
perlite,polypropylene,0.2
perlite,maleic anhydride,0.2
perlite,molding (decorative),0.2
perlite,melt flow index,0.2
perlite,compatibilization,0.2
transfer printing,flexible electronics,0.2857142857142857
transfer printing,printed electronics,0.21428571428571427
capacitance probe,screen printing,0.2
masterbatch,thermoplastic elastomer,0.25
masterbatch,thermal stability,0.25
masterbatch,degradation,0.25
thermistor,thermoplastic elastomer,0.2
thermistor,piezoresistive effect,0.2
thermistor,resistive touchscreen,0.2
thermistor,tactile sensor,0.2
reactive extrusion,polylactic acid,0.3333333333333333
endothermic process,polymer nanocomposite,0.25
endothermic process,flexural modulus,0.25
endothermic process,thermal stability,0.25
fashion design,textile,0.2857142857142857
honeycomb structure,honeycomb,0.3076923076923077
deposition,fused deposition modeling,0.30392156862745096
stencil,flexible electronics,0.2857142857142857
self-healing material,smart polymer,0.2
self-healing material,smart material,0.2
photothermal effect,shape-memory polymer,0.2
photothermal effect,characterization,0.2
photothermal effect,electrospinning,0.2
smart polymer,smart material,0.3
smart polymer,shape-memory polymer,0.2
linearity,piezoresistive effect,0.23076923076923078
encapsulation,nanomaterials,0.2
encapsulation,textile,0.2
encapsulation,electrospinning,0.2
organic peroxide,thermoplastic elastomer,0.25
organic peroxide,tear resistance,0.25
organic peroxide,prepolymer,0.25
organic peroxide,thermogravimetric analysis,0.25
woven fabric,textile,0.2
woven fabric,electrospinning,0.2
zeolitic imidazolate framework,thermal stability,0.2
zeolitic imidazolate framework,limiting oxygen index,0.2
zeolitic imidazolate framework,intumescent,0.2
zeolitic imidazolate framework,thermogravimetric analysis,0.2
zeolitic imidazolate framework,charring,0.2
neural cell,biocompatibility,0.2
neural cell,biomaterial,0.2
neural cell,polycaprolactone,0.2
neural cell,polylactic acid,0.2
thermomechanical analysis,thermogravimetric analysis,0.2
absorbance,biodegradable polymer,0.25
absorbance,thermogravimetric analysis,0.25
absorbance,thermal stability,0.25
absorbance,polylactic acid,0.25
polyoxymethylene,antistatic agent,0.2
polyoxymethylene,heat deflection temperature,0.2
polyoxymethylene,thermoplastic elastomer,0.2
polyoxymethylene,thermogravimetric analysis,0.2
excipient,polyvinyl alcohol,0.3333333333333333
silsesquioxane,biocompatibility,0.2
silsesquioxane,gelatin,0.2
silsesquioxane,thermogravimetric analysis,0.2
silsesquioxane,thermal stability,0.2
silsesquioxane,toughening,0.2
telerehabilitation,piezoresistive effect,0.3333333333333333
telerehabilitation,gauge factor,0.3333333333333333
