from,to,weight
tetragonal crystal system,monoclinic crystal system,0.1092896174863388
inconel,electrical discharge machining,0.08408408408408409
empirical evidence,empirical research,0.09124767225325885
contact resistance,ohmic contact,0.2786259541984733
electrical discharge machining,orthogonal array,0.08879781420765027
brazing,shear strength,0.17832167832167833
brazing,filler (materials),0.11888111888111888
titanium carbide,carbon fibers,0.0861244019138756
simulated body fluid,surface modification,0.07616707616707617
simulated body fluid,biocompatibility,0.13267813267813267
hot isostatic pressing,hot pressing,0.10144927536231885
metal matrix composite,matrix (chemical analysis),0.1529105125977411
galvanic cell,galvanic corrosion,0.2943396226415094
nanomaterials,carbon fibers,0.11864406779661017
friction stir welding,friction stir processing,0.07669616519174041
brass,electrical discharge machining,0.0972972972972973
carbothermic reaction,carbon fibers,0.18309859154929578
monoclinic crystal system,tetragonal crystal system,0.11560693641618497
infiltration (hvac),chemical vapor infiltration,0.1987179487179487
electron mobility,wide-bandgap semiconductor,0.11678832116788321
inert gas,inert,0.20220588235294118
elongation,tensile testing,0.11752577319587629
friction stir processing,friction stir welding,0.08150470219435736
galvanic corrosion,galvanic cell,0.3482142857142857
specific surface area,carbon fibers,0.13186813186813187
austenitic stainless steel,pitting corrosion,0.08270676691729323
titanium dioxide,anodizing,0.10596026490066225
work hardening,hardening (computing),0.17256637168141592
design of experiments,orthogonal array,0.218562874251497
design of experiments,electrical discharge machining,0.12574850299401197
indentation,vickers hardness test,0.07578947368421053
amorphous carbon,carbon fibers,0.36649214659685864
tension (geology),ceramic matrix composite,0.0945273631840796
hysteresis,ceramic matrix composite,0.11567164179104478
specific strength,metal matrix composite,0.19653179190751446
surface integrity,electrical discharge machining,0.13934426229508196
lattice constant,lattice (music),0.21686746987951808
ohmic contact,contact resistance,0.1994535519125683
ceramic matrix composite,matrix (chemical analysis),0.1220159151193634
pyrolytic carbon,carbon fibers,0.18932038834951456
pyrolytic carbon,chemical vapor infiltration,0.07766990291262135
filler (materials),brazing,0.08808290155440414
orthogonal array,metal matrix composite,0.08687258687258688
orthogonal array,design of experiments,0.14092664092664092
orthogonal array,electrical discharge machining,0.12548262548262548
photocurrent,ultraviolet,0.07792207792207792
lattice (music),lattice constant,0.10505836575875487
phosphoric acid,universal testing machine,0.08745247148288973
shear strength,brazing,0.102
relative density,vickers hardness test,0.07641196013289037
relative density,spark plasma sintering,0.12292358803986711
immersion,simulated body fluid,0.07407407407407407
tensile testing,elongation,0.09223300970873786
plating (geology),deposition,0.0975609756097561
thermogravimetric analysis,thermal stability,0.1147227533460803
inert,inert gas,0.20754716981132076
crucible (geodemography),crystal (programming language),0.07906976744186046
thermal stability,thermogravimetric analysis,0.08438818565400844
mass fraction,volume fraction,0.13366336633663367
biocompatibility,titanium alloy,0.076103500761035
biocompatibility,surface modification,0.1019786910197869
biocompatibility,simulated body fluid,0.0821917808219178
nanoporous,carbon fibers,0.08878504672897196
nanoporous,anodizing,0.08411214953271028
distilled water,universal testing machine,0.08847736625514403
wurtzite crystal structure,wide-bandgap semiconductor,0.11162790697674418
relevance,value (mathematics),0.08596491228070176
chemical vapor infiltration,ceramic matrix composite,0.1935483870967742
chemical vapor infiltration,carbon fibers,0.07834101382488479
chemical vapor infiltration,infiltration (hvac),0.14285714285714285
equity,stock (firearms),0.07749077490774908
carbon steel,carbon fibers,0.15532734274711169
pitting corrosion,passivation,0.09767441860465116
agglomerate,particle (ecology),0.1134020618556701
cermet,spark plasma sintering,0.07920792079207921
selective laser melting,titanium alloy,0.1171875
matrix (chemical analysis),metal matrix composite,0.1414790996784566
matrix (chemical analysis),ceramic matrix composite,0.07395498392282958
