from,to,weight
microfiber,electrospinning,0.21739130434782608
structural health monitoring,wearable technology,0.18518518518518517
biomaterial,biocompatibility,0.19444444444444445
silicone rubber,thermal stability,0.12
silicone rubber,soft robotics,0.12
biodegradable polymer,polylactic acid,0.17391304347826086
biodegradable polymer,thermogravimetric analysis,0.13043478260869565
piezoresistive effect,gauge factor,0.1348314606741573
mxenes,wearable technology,0.11904761904761904
mxenes,nanomaterials,0.16666666666666666
synthetic fiber,natural fiber,0.16129032258064516
biocompatible material,biocompatibility,0.14084507042253522
honeycomb,honeycomb structure,0.26666666666666666
soft robotics,soft materials,0.10355029585798817
stereolithography,fused deposition modeling,0.12962962962962962
stereolithography,rapid prototyping,0.1111111111111111
printed electronics,flexible electronics,0.18055555555555555
response time,piezoresistive effect,0.1875
polypyrrole,compression molding,0.11764705882352941
thermal stability,thermogravimetric analysis,0.14410480349344978
biomimetics,soft robotics,0.18333333333333332
fused deposition modeling,deposition,0.12177121771217712
nanocellulose,surface modification,0.11538461538461539
infill,fused deposition modeling,0.16666666666666666
electrically conductive,wearable technology,0.17647058823529413
electrically conductive,textile,0.11764705882352941
flexural modulus,polylactic acid,0.13513513513513514
grippers,soft robotics,0.24242424242424243
shore durometer,thermoplastic elastomer,0.10869565217391304
thermogravimetric analysis,thermal stability,0.15492957746478872
limiting oxygen index,cone calorimeter,0.1368421052631579
limiting oxygen index,intumescent,0.10526315789473684
nanogenerator,wearable technology,0.22413793103448276
gauge factor,strain gauge,0.18023255813953487
gauge factor,strain (injury),0.10465116279069768
gauge factor,piezoresistive effect,0.13953488372093023
linearity,piezoresistive effect,0.23076923076923078
linearity,resistive touchscreen,0.11538461538461539
linearity,gauge factor,0.11538461538461539
linearity,strain gauge,0.11538461538461539
thermoplastic composites,selective laser sintering,0.125
strain (injury),strain gauge,0.1509433962264151
strain (injury),gauge factor,0.16981132075471697
biocomposite,polylactic acid,0.14705882352941177
tactile sensor,piezoresistive effect,0.13114754098360656
natural fiber,synthetic fiber,0.1111111111111111
screen printing,flexible electronics,0.10638297872340426
screen printing,printed electronics,0.14893617021276595
ammonium polyphosphate,cone calorimeter,0.19047619047619047
ammonium polyphosphate,limiting oxygen index,0.14285714285714285
ammonium polyphosphate,thermogravimetric analysis,0.12698412698412698
ammonium polyphosphate,intumescent,0.1111111111111111
compression molding,molding (decorative),0.18571428571428572
strain gauge,strain (injury),0.13675213675213677
strain gauge,gauge factor,0.26495726495726496
stretchable electronics,wearable technology,0.16923076923076924
stretchable electronics,flexible electronics,0.13846153846153847
in situ polymerization,thermal stability,0.13636363636363635
polystyrene,3d printed,0.15384615384615385
pneumatic actuator,soft robotics,0.3076923076923077
honeycomb structure,honeycomb,0.3076923076923077
percolation (cognitive psychology),gauge factor,0.1282051282051282
resistive touchscreen,gauge factor,0.11594202898550725
morphology,thermal stability,0.10526315789473684
shape-memory polymer,smart material,0.11627906976744186
charring,cone calorimeter,0.13043478260869565
charring,limiting oxygen index,0.13043478260869565
charring,thermogravimetric analysis,0.13043478260869565
charring,intumescent,0.13043478260869565
electronic skin,wearable technology,0.20930232558139536
electronic skin,piezoresistive effect,0.11627906976744186
intumescent,ammonium polyphosphate,0.11864406779661017
intumescent,limiting oxygen index,0.1694915254237288
intumescent,cone calorimeter,0.13559322033898305
3d printer,3d printed,0.14705882352941177
thermoforming,3d printed,0.10526315789473684
soft materials,soft robotics,0.32710280373831774
deposition,fused deposition modeling,0.308411214953271
conductive ink,printed electronics,0.17857142857142858
conductive ink,screen printing,0.14285714285714285
digital printing,digital light processing,0.16
adaptability,soft robotics,0.1794871794871795
flexible electronics,printed electronics,0.10483870967741936
flexible electronics,stretchable electronics,0.14516129032258066
flexible electronics,wearable technology,0.11290322580645161
cone calorimeter,limiting oxygen index,0.13541666666666666
cone calorimeter,ammonium polyphosphate,0.125
cone calorimeter,thermogravimetric analysis,0.1875
rapid prototyping,fused deposition modeling,0.11864406779661017
polymer nanocomposite,nanomaterials,0.12280701754385964
layered double hydroxides,limiting oxygen index,0.12
acrylonitrile butadiene styrene,fused deposition modeling,0.1134020618556701
