from,to,weight
indium gallium nitride,wide-bandgap semiconductor,0.1638418079096045
indium gallium nitride,quantum efficiency,0.11864406779661017
emission intensity,intensity,0.125
emission intensity,wide-bandgap semiconductor,0.0875
photodiode,ultraviolet,0.12295081967213115
photodiode,photocurrent,0.07923497267759563
color rendering index,color temperature,0.2376237623762376
auger effect,quantum efficiency,0.21428571428571427
auger effect,wide-bandgap semiconductor,0.10119047619047619
auger effect,carrier lifetime,0.09523809523809523
dry etching,plasma etching,0.10309278350515463
dry etching,isotropic etching,0.09278350515463918
monoclinic crystal system,crystal (programming language),0.09482758620689655
cathodoluminescence,wide-bandgap semiconductor,0.0970873786407767
mode (computer interface),discriminator,0.12244897959183673
light emission,wide-bandgap semiconductor,0.08974358974358974
lattice constant,lattice (music),0.16167664670658682
lattice constant,wurtzite crystal structure,0.09580838323353294
image translation,discriminator,0.08280254777070063
visible spectrum,ultraviolet,0.09523809523809523
pyramid (geometry),feature (linguistics),0.09923664122137404
pyramid (geometry),discriminator,0.09923664122137404
discriminative model,discriminator,0.08050436469447139
band offset,band diagram,0.08620689655172414
band offset,wide-bandgap semiconductor,0.1810344827586207
band offset,band bending,0.07758620689655173
convolution (computer science),discriminator,0.08139534883720931
convolution (computer science),feature (linguistics),0.1124031007751938
hysteresis,wide-bandgap semiconductor,0.0975609756097561
polarity (international relations),wide-bandgap semiconductor,0.10434782608695652
lattice (music),lattice constant,0.11894273127753303
sequence (biology),discriminator,0.07990867579908675
wurtzite crystal structure,wide-bandgap semiconductor,0.10075839653304441
feature vector,feature (linguistics),0.23661971830985915
isotropic etching,dry etching,0.13533834586466165
pulsed laser deposition,deposition,0.18461538461538463
ground truth,discriminator,0.09119496855345911
dangling bond,wide-bandgap semiconductor,0.09090909090909091
dangling bond,passivation,0.11688311688311688
cladding (metalworking),quantum efficiency,0.09090909090909091
cladding (metalworking),waveguide,0.08181818181818182
divergence (linguistics),discriminator,0.14492753623188406
template,wide-bandgap semiconductor,0.12213740458015267
domain adaptation,feature (linguistics),0.11808118081180811
strain (injury),wide-bandgap semiconductor,0.11914893617021277
coalescence (physics),cathodoluminescence,0.07964601769911504
electron mobility,wide-bandgap semiconductor,0.1697645600991326
depletion region,wide-bandgap semiconductor,0.08695652173913043
indium nitride,indium gallium nitride,0.18902439024390244
indium nitride,wide-bandgap semiconductor,0.10975609756097561
photoconductivity,ultraviolet,0.11688311688311688
photoconductivity,photocurrent,0.18181818181818182
buffer (optical fiber),leakage (economics),0.09433962264150944
buffer (optical fiber),wide-bandgap semiconductor,0.12735849056603774
plasma etching,dry etching,0.15503875968992248
leakage (economics),reverse leakage current,0.0919175911251981
leakage (economics),wide-bandgap semiconductor,0.12678288431061807
band bending,wide-bandgap semiconductor,0.14948453608247422
generative adversarial network,discriminator,0.09174311926605505
autoencoder,generative model,0.09735576923076923
trap (plumbing),wide-bandgap semiconductor,0.1099476439790576
trap (plumbing),transient (computer programming),0.08900523560209424
passivation,wide-bandgap semiconductor,0.10416666666666667
